seed: ,117, No. Items: ,1000, FirstPivQuicksort Sorted Trials: ,2,0,0,0,1,1,0,0,0,1
seed: ,117, No. Items: ,1000, RandPivQuicksort Sorted Trials: ,0,1,1,0,0,1,1,1,0,0
seed: ,117, No. Items: ,1000, MedianPivQuicksort Sorted Trials: ,1,1,1,1,1,0,1,1,1,1
seed: ,117, No. Items: ,2500, FirstPivQuicksort Sorted Trials: ,3,9,9,0,1,1,1,1,1,1
seed: ,117, No. Items: ,2500, RandPivQuicksort Sorted Trials: ,8,10,9,0,1,1,0,1,0,1
seed: ,117, No. Items: ,2500, MedianPivQuicksort Sorted Trials: ,15,15,1,1,1,2,1,2,1,1
seed: ,117, No. Items: ,5000, FirstPivQuicksort Sorted Trials: ,3,4,3,3,3,2,2,3,3,3
seed: ,117, No. Items: ,5000, RandPivQuicksort Sorted Trials: ,3,3,4,3,3,3,3,2,2,2
seed: ,117, No. Items: ,5000, MedianPivQuicksort Sorted Trials: ,6,6,6,6,6,6,6,6,6,6
seed: ,117, No. Items: ,6000, FirstPivQuicksort Sorted Trials: ,4,4,4,4,4,4,4,4,4,4
seed: ,117, No. Items: ,6000, RandPivQuicksort Sorted Trials: ,4,4,4,5,4,5,4,4,4,4
seed: ,117, No. Items: ,6000, MedianPivQuicksort Sorted Trials: ,8,7,7,7,8,8,8,7,8,7
seed: ,2100, No. Items: ,1000, FirstPivQuicksort Sorted Trials: ,1,0,0,0,0,1,0,0,1,0
seed: ,2100, No. Items: ,1000, RandPivQuicksort Sorted Trials: ,0,0,0,1,0,0,0,0,0,0
seed: ,2100, No. Items: ,1000, MedianPivQuicksort Sorted Trials: ,0,1,0,0,0,0,0,0,0,1
seed: ,2100, No. Items: ,2500, FirstPivQuicksort Sorted Trials: ,1,1,0,1,1,1,1,1,1,0
seed: ,2100, No. Items: ,2500, RandPivQuicksort Sorted Trials: ,0,1,1,1,1,1,1,0,1,1
seed: ,2100, No. Items: ,2500, MedianPivQuicksort Sorted Trials: ,2,2,2,1,2,1,2,2,2,2
seed: ,2100, No. Items: ,5000, FirstPivQuicksort Sorted Trials: ,3,3,3,3,3,3,3,3,3,3
seed: ,2100, No. Items: ,5000, RandPivQuicksort Sorted Trials: ,3,3,3,3,3,3,3,3,3,3
seed: ,2100, No. Items: ,5000, MedianPivQuicksort Sorted Trials: ,5,5,5,5,5,5,5,5,5,5
