seed: ,117, No. Items: ,1000, FirstPivQuicksort Sorted Trials: ,21,6,2,0,0,0,0,1,1,1
seed: ,117, No. Items: ,1000, RandPivQuicksort Sorted Trials: ,1,0,0,0,0,0,0,0,0,0
seed: ,117, No. Items: ,1000, MedianPivQuicksort Sorted Trials: ,0,0,0,0,0,0,0,0,0,0
seed: ,117, No. Items: ,2500, FirstPivQuicksort Sorted Trials: ,2,2,2,2,2,2,2,2,2,2
seed: ,117, No. Items: ,2500, RandPivQuicksort Sorted Trials: ,0,0,0,0,0,0,0,0,0,0
seed: ,117, No. Items: ,2500, MedianPivQuicksort Sorted Trials: ,0,1,0,0,0,0,0,0,0,0
seed: ,117, No. Items: ,5000, FirstPivQuicksort Sorted Trials: ,7,7,8,7,13,13,13,8,7,7
seed: ,117, No. Items: ,5000, RandPivQuicksort Sorted Trials: ,0,0,0,4,4,3,2,0,0,1
seed: ,117, No. Items: ,5000, MedianPivQuicksort Sorted Trials: ,1,0,0,3,3,3,0,1,0,0
seed: ,117, No. Items: ,6000, FirstPivQuicksort Sorted Trials: ,10,11,10,10,9,10,10,9,10,11
seed: ,117, No. Items: ,6000, RandPivQuicksort Sorted Trials: ,0,0,0,0,1,0,0,0,0,0
seed: ,117, No. Items: ,6000, MedianPivQuicksort Sorted Trials: ,0,0,1,0,0,0,1,0,0,0
seed: ,2100, No. Items: ,1000, FirstPivQuicksort Sorted Trials: ,1,0,0,1,0,0,1,0,0,0
seed: ,2100, No. Items: ,1000, RandPivQuicksort Sorted Trials: ,0,0,0,0,0,0,0,0,1,0
seed: ,2100, No. Items: ,1000, MedianPivQuicksort Sorted Trials: ,0,0,0,0,0,0,0,0,0,0
seed: ,2100, No. Items: ,2500, FirstPivQuicksort Sorted Trials: ,2,2,1,1,2,2,2,2,2,2
seed: ,2100, No. Items: ,2500, RandPivQuicksort Sorted Trials: ,0,0,1,0,0,0,0,0,0,0
seed: ,2100, No. Items: ,2500, MedianPivQuicksort Sorted Trials: ,0,0,0,0,0,0,0,0,0,0
seed: ,2100, No. Items: ,5000, FirstPivQuicksort Sorted Trials: ,6,7,7,7,7,7,7,8,7,8
seed: ,2100, No. Items: ,5000, RandPivQuicksort Sorted Trials: ,1,0,0,0,0,0,0,0,0,0
seed: ,2100, No. Items: ,5000, MedianPivQuicksort Sorted Trials: ,0,0,0,0,0,0,0,0,0,0
seed: ,2100, No. Items: ,6000, FirstPivQuicksort Sorted Trials: ,10,10,11,11,11,11,11,10,10,11
seed: ,2100, No. Items: ,6000, RandPivQuicksort Sorted Trials: ,0,0,0,0,0,0,0,1,0,0
seed: ,2100, No. Items: ,6000, MedianPivQuicksort Sorted Trials: ,0,0,0,0,0,0,0,0,0,0
seed: ,777, No. Items: ,1000, FirstPivQuicksort Sorted Trials: ,0,0,0,1,0,0,1,0,0,0
seed: ,777, No. Items: ,1000, RandPivQuicksort Sorted Trials: ,0,0,0,0,0,0,0,0,0,0
